	1	2	3	4	5	6	7	8	9
81	2.203581667	4.387376667	6.274263333	3.507875	7.30168	4.88676	6.987908333	8.278804167	9.0819375
82	2.778581667	3.247076667	6.046263333	3.834025	7.61824	5.56926	8.700978333	10.39586417	12.4999375
83	2.976481667	3.801376667	6.601263333	3.426475	7.65758	5.54426	6.030908333	8.873804167	7.8879375
84	2.814881667	3.801376667	6.258263333	3.443275	7.14378	6.13226	8.350608333	11.37170417	9.6639375
85	2.221581667	2.138076667	4.660663333	2.562675	6.59008	6.00026	6.621908333	12.10180417	10.0229375
86	2.383581667	1.942376667	6.274263333	3.410375	6.03628	5.12756	6.928908333	10.10330417	9.3469375
87	2.149581667	1.274376667	6.697263333	2.888475	6.03628	4.42315	7.543908333	10.10330417	9.8669375
88	1.771581667	2.154976667	3.193263333	1.201675	5.74928	5.06716	7.286908333	10.41183417	7.8409375
89	3.838681667	3.801376667	5.965263333	3.361275	7.69678	6.13626	8.197308333	10.44293417	10.2835375
90	2.239581667	4.045376667	4.318363333	2.692675	6.74828	5.80226	6.828908333	10.55171417	10.2708375
91	1.951581667	2.790446667	3.568263333	2.114675	4.68228	5.90626	7.209908333	10.18120417	9.1679375
92	2.850481667	3.735976667	6.144263333	3.279875	7.65788	7.00626	7.981408333	10.89800417	11.9897375
93	1.709581667	2.080976667	6.022263333	3.850835	6.58098	5.50626	5.774908333	11.92480417	9.7319375
94	1.969581667	3.458876667	5.443463333	3.263775	6.70908	5.93226	7.789708333	10.36000417	9.1899375
95	2.059581667	2.888676667	4.171763333	3.451375	6.50128	5.60326	7.026908333	9.681504167	8.9829375
96	2.527281667	2.610876667	5.427363333	3.491675	6.59038	5.34596	6.982908333	10.36000417	11.1470575
97	2.131581667	2.610876667	5.198663333	3.459475	7.26208	5.80426	7.674108333	10.93300417	11.4900375
98	2.328581667	2.554076667	4.383263333	3.931875	7.14348	6.16026	8.135408333	10.28270417	10.7704375
99	2.598781667	3.858376667	4.725563333	4.111475	6.43228	6.50826	7.327908333	11.51280417	10.8014375
100	2.347581667	3.157276667	5.116963333	3.720035	7.26208	6.71026	7.943108333	9.898704167	11.1194875
101	2.328581667	3.662376667	4.611963333	4.192775	6.66898	6.81126	8.005608333	9.783004167	11.0320675
102	2.311581667	3.858376667	4.350963333	4.274175	7.34138	5.73726	7.712408333	10.28270417	10.5707375
103	2.436881667	2.578576667	4.416563333	4.086875	5.90828	6.24126	6.710908333	10.37821417	8.4629375
104	0.801581667	2.399076667	4.840243333	3.663175	6.10528	4.49632	6.671908333	9.666004167	8.6489375
105	2.688481667	3.695276667	4.367163333	4.535075	6.39228	5.93826	7.527908333	10.89330417	8.0339375
106	2.580981667	3.009976667	5.149963333	4.258075	6.70908	6.84426	7.607908333	11.37150417	7.9959375
107	2.670681667	2.455876667	5.932263333	5.219675	7.26208	5.70326	7.882508333	11.26120417	8.4189375
108	2.886481667	2.814996667	4.774663333	5.138675	7.34138	6.57526	7.908108333	9.854304167	8.4109375
109	2.670681667	2.064476667	4.660363333	4.160475	7.69718	6.64226	8.046008333	9.738004167	8.2999375
110	3.119981667	2.097476667	6.323263333	4.698475	6.94628	7.11226	7.245908333	10.20600417	9.6869375
111	1.933581667	1.591376667	4.073963333	3.720035	7.26208	6.40826	7.487908333	11.20540417	8.9679375
112	2.688481667	2.619276667	4.677163333	3.296375	6.70908	4.42851	6.459908333	7.630804167	7.8539375
113	2.338581667	2.252476667	4.709763333	3.540775	7.83528	6.66026	8.505808333	10.42242417	10.3394375
114	2.787881667	2.268576667	4.970703333	3.736515	6.60988	4.33076	8.225308333	9.888504167	10.0777375
115	2.544681667	2.912476667	5.704063333	3.165875	8.40888	6.94126	7.658908333	10.79040417	8.2249375
116	0.765581667	1.478376667	3.764263333	2.415675	6.66898	5.14396	8.212108333	11.80180417	8.9059375
117	2.275581667	3.222576667	5.524463333	2.986375	7.30208	5.18336	6.713908333	9.398804167	7.8809375
118	2.724881667	3.173476667	4.742363333	3.149775	7.18348	6.84426	8.711738333	10.32840417	8.4109375
119	0.568581667	1.608376667	2.068263333	2.350675	5.79928	3.95796	8.250408333	9.062804167	7.5109375
120	2.239581667	2.798176667	4.644163333	2.774675	7.49926	5.14396	7.251908333	10.67680417	7.8039375
121	3.227481667	3.270976667	4.807623333	3.442975	8.05298	6.29026	7.802508333	10.54230417	8.7449375
122	2.670681667	2.178776667	5.198363333	2.954075	7.38068	5.38126	6.943908333	10.64320417	8.1879375
123	2.562481667	2.847276667	4.938093333	3.067675	7.14348	3.40426	8.635068333	10.00430417	9.0419375
124	2.203581667	2.993876667	5.377863333	2.986375	6.59038	5.10456	7.635908333	10.44142417	8.1879375
125	2.472781667	3.352976667	5.067863333	2.986375	7.34138	6.01326	7.527908333	10.03460417	10.4940375
126	2.400581667	3.842376667	4.921273333	3.296375	6.90618	5.23386	7.943108333	10.82070417	10.4517375
127	2.562481667	3.222576667	5.573563333	3.035475	7.34138	7.43726	7.516908333	10.81730417	11.4160375
128	2.266581667	2.219476667	4.856383333	3.671275	7.00498	5.01856	7.758608333	8.852804167	10.6689375
129	2.859781667	2.431376667	-0.751736667	2.676675	7.28228	5.51426	7.163908333	9.353804167	11.0966275
130	2.877581667	2.806586667	2.036263333	3.426475	6.05628	5.32366	7.938208333	10.15210417	10.4557375
131	2.535781667	1.975376667	2.851263333	3.361275	6.76778	5.85826	7.041908333	9.457804167	10.9554375
132	2.787881667	1.910176667	5.052063333	2.367675	7.5194653	6.36426	7.435908333	9.978604167	11.1860375
133	2.374581667	2.676076667	5.019763333	2.480675	6.60988	5.95926	7.764008333	9.493004167	10.3790375
134	2.535781667	2.496576667	4.155663333	2.546675	7.20288	6.08726	8.153408333	9.659804167	11.3784375
135	3.039181667	2.333776667	4.514063333	2.595675	6.57058	5.55226	8.511808333	10.22130417	10.9937275
136	2.284581667	2.382876667	3.601263333	3.035775	6.80778	5.58926	8.268408333	9.693404167	10.8612375
137	3.039181667	2.056776667	4.807963333	3.443275	8.54728	5.25726	8.045808333	11.03640417	11.0966275
138	3.182981667	2.529476667	4.236963333	2.790675	7.91458	4.40897	8.117708333	10.49842417	9.6099375
139	1.870581667	2.366776667	4.432663333	3.035775	8.27038	5.70026	8.332908333	11.34110417	10.2593375
140	2.607681667	2.529476667	-0.751736667	3.133275	6.88638	3.74476	7.318908333	9.631604167	7.8809375
141	2.661781667	2.659976667	4.986863333	3.247575	7.83528	6.14326	7.476908333	9.214804167	9.4179375
142	2.805681667	3.165076667	5.688263333	3.508575	7.20288	5.36796	6.434908333	9.861604167	8.4259375
143	2.895381667	2.839536667	5.362063333	3.198475	8.34968	5.99526	6.861908333	9.978604167	8.5059375
144	2.661781667	3.214076667	4.742763333	3.133275	8.15178	5.70026	7.112908333	9.054804167	8.9959375
145	2.967281667	3.263176667	4.335163333	3.263775	9.18028	4.03946	8.619438333	9.816504167	10.0717375
146	2.644081667	2.415176667	1.726263333	3.002775	7.59804	5.58826	7.938208333	9.962404167	8.9569375
147	2.302581667	3.181876667	4.709763333	3.165575	8.23108	5.34516	6.969908333	10.95030417	9.6739375
148	2.589881667	3.165076667	4.416563333	3.084175	7.16368	4.41104	7.614908333	9.422804167	10.5330375
149	2.715981667	3.475076667	4.106563333	3.736515	9.77328	5.58726	7.148908333	11.57480417	10.9372375
150	2.463881667	2.757496667	3.780263333	2.807075	8.22088	5.84926	6.688908333	9.299804167	12.0619375
151	1.889581667	3.165076667	4.106563333	3.263775	8.69528	5.53826	7.512908333	11.08940417	11.2676375
152	1.934581667	3.621676667	5.769663333	2.684675	7.70718	5.79626	7.203908333	10.88760417	11.1519375
153	2.814581667	3.295476667	4.579263333	3.451075	6.87698	5.39966	6.832908333	9.219804167	10.6522375
154	2.005581667	2.268576667	4.856383333	3.337375	6.32328	3.11626	6.819908333	8.358804167	10.9986075
155	1.538581667	1.910176667	3.731263333	2.570675	7.46998	6.27626	7.738308333	10.21040417	10.9986075
156	2.077581667	2.105876667	4.872521333	3.027375	6.99558	5.22666	7.318908333	10.39603417	10.4222375
157	2.096581667	1.795776667	5.101163333	2.505675	6.24428	5.64826	6.807908333	8.824804167	9.5759375
158	1.844581667	2.040576667	4.921613333	3.141675	6.71828	5.87026	7.400908333	9.950804167	9.8449375
159	2.257581667	2.171076667	4.791153333	2.864575	6.95548	5.15746	7.270908333	9.505604167	9.6919375
160	1.898581667	3.279376667	4.415863333	3.124875	5.80928	3.98116	5.852908333	9.691204167	8.8849375
161	1.790581667	2.496576667	4.286063333	3.467175	6.79758	6.02226	7.506908333	10.54667417	9.6309375
162	2.077581667	3.067476667	5.214863333	3.141675	5.33528	5.26126	6.969908333	9.004804167	10.1196375
163	2.437181667	3.768276667	5.068263333	2.929175	6.00628	4.15416	7.242908333	9.039804167	11.0846875
164	2.545481667	3.328476667	4.807293333	2.374675	6.63968	6.19526	6.704908333	10.76190417	10.9730475
165	2.293581667	2.121976667	3.487263333	2.733675	5.41328	5.26126	6.770908333	8.169804167	9.7299375
166	2.419381667	4.013376667	4.350663333	3.532375	6.63968	6.78326	8.433608333	10.36778417	10.9212375
167	2.275581667	3.442076667	3.601263333	3.076475	6.12528	6.78326	7.242908333	9.958904167	10.4989375
168	2.652981667	2.951876667	4.025163333	3.679675	6.91618	7.12926	8.227208333	9.399804167	9.9719375
169	2.455781667	2.007676667	4.497963333	3.369675	6.00628	5.25226	6.951908333	9.255804167	10.1943375
170	2.221581667	2.284776667	4.563163333	3.418775	6.79758	6.25226	7.088908333	10.15260417	9.9809375
171	2.221581667	2.072876667	4.073563333	4.233875	7.15348	5.91826	7.165908333	10.22390417	10.6764375
172	1.682581667	1.095376667	5.182563333	3.875385	5.73028	4.39772	7.549908333	9.208804167	8.7469375
173	1.574581667	1.274376667	5.166363333	4.152475	4.93928	5.10206	7.150908333	9.282804167	9.0809375
174	2.168581667	1.290376667	4.660663333	3.761055	6.36228	6.04126	8.011308333	10.43302417	10.4538375
175	2.796781667	2.790446667	4.236963333	3.451075	6.59968	2.08226	7.350908333	7.353804167	10.0529375
176	2.689281667	3.067476667	3.829263333	4.494775	6.79758	4.90076	7.289908333	9.913804167	9.6009375
177	2.509081667	1.355376667	4.236963333	4.135675	7.11418	3.02226	7.809608333	8.573804167	9.2999375
178	2.131581667	2.072876667	4.383663333	4.103375	7.42995	5.15606	7.434908333	10.32210417	9.5379375
179	2.275581667	2.105876667	4.432663333	3.810155	8.81428	4.43093	7.934008333	9.757804167	9.3459375
180	2.383581667	2.643876667	4.448863333	3.614475	6.87698	3.20926	8.552008333	8.985804167	9.6539375
181	2.635181667	2.448176667	4.481163333	3.451075	7.03488	3.78196	8.329408333	9.255804167	8.1549375
182	2.886481667	2.578576667	3.910863333	3.826295	8.33958	5.19416	8.702658333	9.829804167	10.1142375
183	2.509081667	2.904076667	3.926963333	3.304475	7.78578	3.01826	7.857308333	9.578304167	9.6749375
184	3.012481667	2.105876667	4.693663333	4.152475	9.32728	6.45426	7.512908333	10.61860417	10.2682375
185	2.940581667	2.806586667	4.563163333	3.467175	7.46998	5.34706	7.067908333	8.035804167	8.7839375
186	3.300081667	2.676076667	5.117263333	3.483975	7.03488	4.73606	7.814908333	9.901104167	9.1539375
187	2.761181667	3.230276667	4.709763333	3.434875	7.35138	4.58386	7.326908333	10.09950417	7.2329375
188	2.922781667	3.344576667	5.133463333	2.994375	6.77888	5.32036	8.272908333	11.32610417	9.4029375
189	2.509081667	2.561776667	4.628363333	3.549175	6.26528	2.87726	8.087308333	7.405804167	9.3569375
190	2.580981667	3.556376667	5.263963333	3.630575	8.12288	6.35126	7.567908333	10.50968417	10.3217375
191	2.473581667	2.415176667	4.611563333	3.646775	8.51878	7.11426	7.952108333	10.77670417	10.7097375
192	2.068581667	2.488476667	5.581963333	3.410375	6.58098	5.11286	8.336808333	8.978804167	9.5419375
193	2.733781667	2.847606667	5.223563333	2.611675	7.41128	5.54926	8.336808333	8.947804167	9.5949375
194	2.158581667	2.374876667	5.451563333	2.595675	7.60916	6.33026	7.375908333	10.34630417	10.6331375
195	2.176581667	2.341876667	5.875263333	2.790675	7.64848	6.18326	8.298508333	11.10350417	10.2867375
196	2.697381667	2.407076667	5.500663333	2.301675	8.20218	5.11286	7.991108333	10.29780417	10.8247375
197	3.093281667	2.521476667	5.744763333	2.872375	9.30928	5.07616	7.375908333	9.707404167	10.8725375
198	3.021381667	2.537576667	4.424663333	2.921475	8.51878	4.07976	7.298908333	10.36110417	11.3627375
199	2.697381667	2.472376667	3.592263333	3.084175	9.15128	4.35656	7.913808333	9.915904167	11.6701375
200	2.212581667	3.401776667	3.675263333	3.785605	7.96498	5.56726	8.067808333	11.56780417	9.7279375
201	2.410481667	2.130076667	3.560263333	2.513675	8.12288	3.56086	8.006608333	9.449804167	10.3251375
202	2.338581667	2.586676667	5.304963333	3.606075	8.20218	3.52626	7.337908333	9.882204167	10.0561375
203	2.626281667	2.912876667	5.043963333	2.937575	6.97688	4.04516	7.607908333	10.07520417	8.7109375
204	2.140581667	3.906376667	4.685563333	3.687375	7.17398	6.31026	7.528908333	10.71280417	9.6719375
205	2.554381667	3.434076667	5.777663333	4.045875	7.96498	6.05626	8.205708333	10.49220417	10.3641375
206	2.626281667	2.341876667	6.266263333	3.084175	6.85818	6.09926	7.491908333	10.56890417	10.7481375
207	2.644081667	3.303576667	5.174463333	3.312875	7.13468	5.70826	7.029908333	10.06990417	10.2901375
208	2.535781667	2.569876667	6.625263333	2.840075	7.01608	6.81126	7.452908333	9.685204167	10.9962575
209	2.410481667	2.521476667	5.679563333	2.774675	7.29258	6.55426	7.452908333	9.839204167	9.9029375
210	2.644081667	2.961276667	0.609263333	2.741675	7.25338	6.78226	7.913808333	9.915904167	10.7898375
211	3.056981667	3.255176667	4.456963333	3.312875	6.42328	6.22926	7.722108333	9.031804167	9.1339375
212	1.817581667	2.504676667	5.712463333	2.399675	7.25338	5.31696	7.328908333	10.14650417	9.7969375
213	1.852581667	2.586676667	5.093063333	2.823275	6.77888	6.03426	6.731908333	10.14650417	9.6079375
214	2.167581667	2.847276667	4.888997333	2.904975	6.43228	3.68126	7.251908333	11.01300417	11.1854375
215	2.913181667	2.553776667	5.223563333	2.627675	7.60916	5.93526	8.084608333	9.544604167	10.2101375
216	2.491281667	3.466676667	4.301863333	3.084475	7.18348	5.85226	7.981408333	10.91220417	11.1854375
217	2.562481667	3.776676667	5.019463333	3.214975	7.14348	6.04226	6.810908333	10.42326417	12.3719375
218	1.871581667	1.991176667	4.245063333	4.192775	5.72028	6.31526	8.527508333	10.85670417	10.4473375
219	2.535781667	2.961276667	5.271963333	2.187675	4.52528	3.55876	6.078908333	7.117804167	8.6559375
220	2.626281667	2.472376667	5.271963333	2.171675	5.67228	6.32626	7.567908333	9.136804167	9.2999375
221	1.889581667	2.358076667	4.652663333	2.562675	4.68328	4.53576	7.368908333	8.455804167	8.0999375
222	2.706281667	3.205676667	3.715263333	3.442975	8.25098	6.61526	6.650908333	10.80460417	10.7852375
223	1.718581667	2.847276667	4.513763333	3.345475	6.61988	4.91566	8.052008333	11.27480417	12.3419375
224	1.933581667	3.369176667	4.970373333	4.290975	8.75028	4.95366	8.282708333	9.683704167	12.4139375
225	2.742681667	3.092076667	5.067863333	3.426875	7.48944	5.33566	7.783008333	10.37232417	10.1887375
226	0.837581667	2.455876667	4.334863333	3.198175	6.85708	4.91566	7.613908333	10.67700417	9.3049375
227	2.374581667	2.374876667	4.423963333	2.643675	9.38728	5.48826	7.533908333	10.78460417	9.9649375
228	1.223581667	2.195276667	3.674263333	2.790675	7.76598	5.41176	7.321908333	11.17060417	8.5549375
229	1.439581667	3.140776667	4.636463333	3.280175	7.37088	5.14466	8.240308333	11.46580417	7.5899375
230	1.816581667	2.749426667	4.668763333	3.393875	7.92458	5.48826	9.088308333	10.85850417	8.7029375
231	2.248581667	1.967276667	4.195963333	3.084475	8.12178	5.52626	9.610208333	12.15780417	9.2669375
232	1.044581667	1.902076667	4.489163333	3.116775	6.38228	5.52626	8.048008333	11.78080417	8.3819375
233	1.170581667	2.684196667	3.951163333	2.546675	5.71028	5.19096	8.200608333	11.57380417	8.5569375
234	1.349581667	2.733286667	4.081663333	2.643675	5.47328	5.05676	8.756798333	10.99980417	9.3049375
235	1.205581667	2.276676667	3.430263333	2.008675	4.91928	6.14526	8.793808333	11.27480417	11.3064375
236	1.170581667	2.831466667	3.381263333	3.067675	6.18428	5.91726	8.317008333	10.26000417	10.7482375
237	2.086581667	2.814656667	3.951163333	2.954075	6.93568	7.08926	8.645828333	11.06630417	12.8999375
238	0.828581667	2.440076667	3.136263333	2.660675	6.10528	5.89526	9.276608333	9.887404167	12.0542375
239	2.644081667	2.766236667	4.049363333	2.921075	7.33158	7.77426	8.206008333	11.41000417	10.9076375
240	2.841181667	1.820676667	3.739263333	2.660675	6.85708	5.29206	7.129908333	11.35820417	11.0609815
241	2.284581667	1.836876667	3.967963333	2.790675	7.45015	6.09626	9.276608333	10.78460417	11.4658375
242	2.194581667	3.074276667	3.870263333	2.872675	6.93568	6.16426	8.089008333	10.92780417	11.7045375
243	2.158581667	1.217376667	2.566263333	2.594675	7.72668	6.76826	8.682819333	11.53780417	10.9957475
244	2.014581667	4.005376667	2.908263333	2.252675	6.30328	5.99626	8.645828333	10.92780417	10.9782675
245	1.475581667	2.179176667	2.207263333	2.432675	6.46128	5.99626	8.628348333	10.35150417	10.4295375
246	2.428281667	1.869076667	2.875263333	2.171675	6.73848	8.21026	8.979408333	11.59580417	11.4187375
247	1.960581667	1.787776667	1.783263333	2.187675	6.69848	7.37226	8.013708333	12.08080417	10.1887375
248	1.888581667	2.032576667	3.967963333	3.410675	5.78928	7.03626	8.048008333	11.15040417	10.4194375
249	1.583581667	3.140776667	3.527263333	3.638675	7.528732	6.53326	9.054008333	11.10740417	8.8049375
250	0.972581667	1.576376667	3.723263333	3.997075	4.99828	6.33226	8.282708333	11.29900417	8.6509375
251	2.437181667	4.445376667	3.519263333	3.247275	7.85508	6.34826	7.527908333	11.01300417	11.4530375
252	2.553581667	2.863746667	6.103263333	3.557275	6.65918	5.89526	8.423208333	10.96340417	8.5359375
253	1.691581667	-0.233623333	4.098463333	3.019275	6.42228	5.72826	8.359308333	9.257804167	7.9599375
254	1.835581667	-0.233623333	5.826163333	3.818225	7.37088	6.76826	9.128008333	11.23510417	8.7669375
255	1.637581667	3.059476667	5.060163333	3.263375	6.85708	6.86126	8.590018333	9.257804167	8.7669375
256	2.356581667	3.842376667	5.125363333	3.801409	6.97568	6.30826	8.831408333	9.925804167	9.1939375
257	2.446081667	2.423976667	4.391663333	3.899575	7.68738	5.75426	8.513308333	9.708604167	8.1129375
258	3.111081667	2.309576667	4.571263333	3.361575	8.16178	6.56826	8.359308333	11.38910417	8.5749375
259	1.691581667	3.385576667	3.642263333	3.459075	8.08248	6.55526	8.534208333	9.170804167	8.2289375
260	1.924581667	2.749426667	3.772263333	3.508175	7.21298	5.83126	8.897308333	11.34410417	8.3059375
261	0.721581667	1.690376667	3.299263333	3.393875	6.81708	5.45046	8.888608333	10.71260417	8.8439375
262	2.158581667	3.287376667	5.370163333	3.475875	7.25218	5.22146	7.667908333	9.683704167	8.8819375
